pricingFile,name,rumName,balanceElementNumCode, genericSelectorResult, impactCategory,zoneResult,timeModelTagName,USAGE_TYPE,USAGE_CLASS,SERVICE_CODE,SERVICE_CLASS
../PreM_QTURC_Kaki_Social_40--1000Min_8GB_FREE_Social-30days_502366_pricing.xml,   DF-KAKI SOCIAL,   TOTAL_VOLUME,458,   400020001|400020006,,,,,,,
../PreM_QTURC_Kaki_Social_40--1000Min_8GB_FREE_Social-30days_502366_pricing.xml,   DF-ALL USAGE INTERNET PROMO,   TOTAL_VOLUME,458,   400010001|400010006|400020001,,,,,,,
../PreM_QTURC_Kaki_Social_40--1000Min_8GB_FREE_Social-30days_502366_pricing.xml,   DF-Domestic Usage,   TOTAL_VOLUME,458,   HOME|DOM_ROAM,,,,,,,
../PreM_QTURC_Kaki_Social_40--1000Min_8GB_FREE_Social_-30days_502383_pricing.xml,   DF-Local Minutes (Digi-Digi),   Duration,458,,,   VOICE_LOCAL.*,,      ONNET,,,
../PreM_QTURC_Kaki_Social_40--1000Min_8GB_FREE_Social_-30days_502383_pricing.xml,   DF-Local Minutes (Digi-Others),   Duration,458,,,   VOICE_LOCAL.*,,      OFFNET,,,
../PreM_QTURC_Kaki_Social_40--1000Min_8GB_FREE_Social_-30days_502383_pricing.xml,   DF-KAKI SOCIAL,   TOTAL_VOLUME,458,   400020001|400020006,,,,,,,
../PreM_QTURC_Kaki_Social_40--1000Min_8GB_FREE_Social_-30days_502383_pricing.xml,   DF-ALL USAGE INTERNET PROMO,   TOTAL_VOLUME,458,   400010001|400010006|400020001,,,,,,,
../PreM_QTURC_Kaki_Social_40--1000Min_8GB_FREE_Social_-30days_502383_pricing.xml,   DF-Domestic Usage,   TOTAL_VOLUME,458,   HOME|DOM_ROAM,,,,,,,
../PreM_QTURC_Kaki_Social_40--12GB_FREE_Social-30days_502361_pricing.xml,   DF-KAKI SOCIAL,   TOTAL_VOLUME,458,   400020001|400020006,,,,,,,
../PreM_QTURC_Kaki_Social_40--12GB_FREE_Social-30days_502361_pricing.xml,   DF-ALL USAGE INTERNET PROMO,   TOTAL_VOLUME,458,   400010001|400010006|400020001,,,,,,,
../PreM_QTURC_Kaki_Social_40--12GB_FREE_Social-30days_502361_pricing.xml,   DF-Domestic Usage,   TOTAL_VOLUME,458,   HOME|DOM_ROAM,,,,,,,
../PreM_QTURC_Kaki_Social_40--12GB_FREE_Social_-30days_502377_pricing.xml,   DF-KAKI SOCIAL,   TOTAL_VOLUME,458,   400020001|400020006,,,,,,,
../PreM_QTURC_Kaki_Social_40--12GB_FREE_Social_-30days_502377_pricing.xml,   DF-ALL USAGE INTERNET PROMO,   TOTAL_VOLUME,458,   400010001|400010006|400020001,,,,,,,
../PreM_QTURC_Kaki_Social_40--12GB_FREE_Social_-30days_502377_pricing.xml,   DF-Domestic Usage,   TOTAL_VOLUME,458,   HOME|DOM_ROAM,,,,,,,
../PreM_QTURC_Kaki_Social_50--14GB_FREE_Social-30days_502360_pricing.xml,   DF-KAKI SOCIAL,   TOTAL_VOLUME,458,   400020001|400020006,,,,,,,
../PreM_QTURC_Kaki_Social_50--14GB_FREE_Social-30days_502360_pricing.xml,   DF-ALL USAGE INTERNET PROMO,   TOTAL_VOLUME,458,   400010001|400010006|400020001,,,,,,,
../PreM_QTURC_Kaki_Social_50--14GB_FREE_Social-30days_502360_pricing.xml,   DF-Domestic Usage,   TOTAL_VOLUME,458,   HOME|DOM_ROAM,,,,,,,
